accounting  | accounting  | Accounting service started
otel-collector  | otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/exporter/opensearchexporter@v0.139.0/sso_trace_exporter.go:77
otel-collector  | otel-collector  | go.opentelemetry.io/collector/consumer.ConsumeTracesFunc.ConsumeTraces
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/consumer@v1.45.0/traces.go:27
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper.NewTraces.RequestConsumeFromTraces.func2
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queuebatch/traces.go:124
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/sender.(*sender[...]).Send
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/sender/sender.go:31
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.(*retrySender).Send
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/retry_sender.go:91
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.(*obsReportSender[...]).Send
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/obs_report_sender.go:92
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.NewQueueSender.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue_sender.go:48
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queuebatch.(*disabledBatcher[...]).Consume
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queuebatch/disabled_batcher.go:23
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queue.(*asyncQueue[...]).Start.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue/async_queue.go:49
otel-collector  | otel-collector  | 2026-02-07T05:02:07.318Z	error	opensearchexporter@v0.139.0/logger.go:36	Request failed.	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "opensearch", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "path": "/_bulk", "method": "POST", "duration": 3.338628205, "reason": "dial tcp 172.22.0.27:9200: connect: connection refused"}
otel-collector  | otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/exporter/opensearchexporter.(*clientLogger).LogRoundTrip
otel-collector  | otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/exporter/opensearchexporter@v0.139.0/logger.go:36
otel-collector  | otel-collector  | github.com/opensearch-project/opensearch-go/v4/opensearchtransport.(*Client).logRoundTrip
otel-collector  | otel-collector  | 	github.com/opensearch-project/opensearch-go/v4@v4.5.0/opensearchtransport/opensearchtransport.go:491
otel-collector  | otel-collector  | github.com/opensearch-project/opensearch-go/v4/opensearchtransport.(*Client).Perform
otel-collector  | otel-collector  | 	github.com/opensearch-project/opensearch-go/v4@v4.5.0/opensearchtransport/opensearchtransport.go:318
otel-collector  | otel-collector  | github.com/opensearch-project/opensearch-go/v4.(*Client).Perform
otel-collector  | otel-collector  | 	github.com/opensearch-project/opensearch-go/v4@v4.5.0/opensearch.go:236
otel-collector  | otel-collector  | github.com/opensearch-project/opensearch-go/v4.(*Client).Do
otel-collector  | otel-collector  | 	github.com/opensearch-project/opensearch-go/v4@v4.5.0/opensearch.go:251
otel-collector  | otel-collector  | github.com/opensearch-project/opensearch-go/v4/opensearchapi.(*Client).do
otel-collector  | otel-collector  | 	github.com/opensearch-project/opensearch-go/v4@v4.5.0/opensearchapi/opensearchapi.go:102
otel-collector  | otel-collector  | github.com/opensearch-project/opensearch-go/v4/opensearchapi.Client.Bulk
otel-collector  | otel-collector  | 	github.com/opensearch-project/opensearch-go/v4@v4.5.0/opensearchapi/api_bulk.go:24
otel-collector  | otel-collector  | github.com/opensearch-project/opensearch-go/v4/opensearchutil.(*worker).flush
otel-collector  | otel-collector  | 	github.com/opensearch-project/opensearch-go/v4@v4.5.0/opensearchutil/bulk_indexer.go:505
otel-collector  | otel-collector  | github.com/opensearch-project/opensearch-go/v4/opensearchutil.(*bulkIndexer).Close
otel-collector  | otel-collector  | 	github.com/opensearch-project/opensearch-go/v4@v4.5.0/opensearchutil/bulk_indexer.go:237
otel-collector  | otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/exporter/opensearchexporter.(*logBulkIndexer).close
otel-collector  | otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/exporter/opensearchexporter@v0.139.0/log_bulk_indexer.go:41
otel-collector  | otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/exporter/opensearchexporter.(*logExporter).pushLogData
otel-collector  | otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/exporter/opensearchexporter@v0.139.0/sso_log_exporter.go:87
otel-collector  | otel-collector  | go.opentelemetry.io/collector/consumer.ConsumeLogsFunc.ConsumeLogs
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/consumer@v1.45.0/logs.go:27
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper.NewLogs.RequestConsumeFromLogs.func2
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queuebatch/logs.go:125
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/sender.(*sender[...]).Send
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/sender/sender.go:31
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.(*retrySender).Send
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/retry_sender.go:91
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.(*obsReportSender[...]).Send
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/obs_report_sender.go:92
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.NewQueueSender.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue_sender.go:48
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queuebatch.(*disabledBatcher[...]).Consume
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queuebatch/disabled_batcher.go:23
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queue.(*asyncQueue[...]).Start.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue/async_queue.go:49
otel-collector  | otel-collector  | 2026-02-07T05:02:07.995Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:08.214Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:08.329Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 19, "data points": 19}
otel-collector  | otel-collector  | 2026-02-07T05:02:08.880Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 48, "data points": 143}
otel-collector  | otel-collector  | 2026-02-07T05:02:14.190Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:14.220Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:14.354Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 4}
otel-collector  | otel-collector  | 2026-02-07T05:02:14.357Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:14.893Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 4, "data points": 7}
otel-collector  | otel-collector  | 2026-02-07T05:02:14.893Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 29, "data points": 34}
otel-collector  | otel-collector  | 2026-02-07T05:02:14.910Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 12, "metrics": 63, "data points": 110}
otel-collector  | otel-collector  | 2026-02-07T05:02:15.385Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 5}
otel-collector  | otel-collector  | 2026-02-07T05:02:15.392Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:16.008Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:18.003Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:18.189Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:18.197Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:18.328Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 19, "data points": 19}
otel-collector  | otel-collector  | 2026-02-07T05:02:18.791Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 4}
otel-collector  | otel-collector  | 2026-02-07T05:02:18.878Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 48, "data points": 145}
otel-collector  | otel-collector  | 2026-02-07T05:02:19.049Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:19.222Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:22.011Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 27}
otel-collector  | otel-collector  | 2026-02-07T05:02:22.358Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:23.012Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:23.357Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:24.013Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:24.157Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 3}
otel-collector  | otel-collector  | 2026-02-07T05:02:24.353Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:24.355Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:24.359Z	error	internal/queue_sender.go:49	Exporting failed. Dropping data.	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "opensearch", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "error": "not retryable error: Permanent error: {\"type\":\"illegal_argument_exception\",\"reason\":\"can't merge a non object mapping [attributes.upstream_cluster] with an object mapping\",\"caused_by\":{\"type\":\"\",\"reason\":\"\",\"caused_by\":null}}\nPermanent error: {\"type\":\"mapper_parsing_exception\",\"reason\":\"object mapping for [attributes.user_agent] tried to parse field [user_agent] as object, but found a concrete value\",\"caused_by\":{\"type\":\"\",\"reason\":\"\",\"caused_by\":null}}", "dropped_items": 2}
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.NewQueueSender.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue_sender.go:49
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queuebatch.(*disabledBatcher[...]).Consume
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queuebatch/disabled_batcher.go:23
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queue.(*asyncQueue[...]).Start.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue/async_queue.go:49
otel-collector  | otel-collector  | 2026-02-07T05:02:24.361Z	error	internal/queue_sender.go:49	Exporting failed. Dropping data.	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "opensearch", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "error": "not retryable error: Permanent error: {\"type\":\"illegal_argument_exception\",\"reason\":\"can't merge a non object mapping [attributes.upstream_cluster] with an object mapping\",\"caused_by\":{\"type\":\"\",\"reason\":\"\",\"caused_by\":null}}\nPermanent error: {\"type\":\"mapper_parsing_exception\",\"reason\":\"object mapping for [attributes.user_agent] tried to parse field [user_agent] as object, but found a concrete value\",\"caused_by\":{\"type\":\"\",\"reason\":\"\",\"caused_by\":null}}", "dropped_items": 2}
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.NewQueueSender.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue_sender.go:49
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queuebatch.(*disabledBatcher[...]).Consume
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queuebatch/disabled_batcher.go:23
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queue.(*asyncQueue[...]).Start.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue/async_queue.go:49
otel-collector  | otel-collector  | 2026-02-07T05:02:24.573Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:24.893Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 4, "data points": 7}
otel-collector  | otel-collector  | 2026-02-07T05:02:24.893Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 29, "data points": 34}
otel-collector  | otel-collector  | 2026-02-07T05:02:24.905Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 12, "metrics": 63, "data points": 110}
otel-collector  | otel-collector  | 2026-02-07T05:02:25.015Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:25.389Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 4}
otel-collector  | otel-collector  | 2026-02-07T05:02:25.397Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 3}
otel-collector  | otel-collector  | 2026-02-07T05:02:25.784Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 6}
otel-collector  | otel-collector  | 2026-02-07T05:02:27.282Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 14}
otel-collector  | otel-collector  | 2026-02-07T05:02:27.874Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 3}
otel-collector  | otel-collector  | 2026-02-07T05:02:28.011Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:28.328Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 19, "data points": 19}
otel-collector  | otel-collector  | 2026-02-07T05:02:28.739Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 5}
otel-collector  | otel-collector  | 2026-02-07T05:02:28.879Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 48, "data points": 145}
otel-collector  | otel-collector  | 2026-02-07T05:02:28.915Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 4}
otel-collector  | otel-collector  | 2026-02-07T05:02:29.051Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 6}
otel-collector  | otel-collector  | 2026-02-07T05:02:29.335Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:29.353Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:29.355Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:29.358Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
